audit_row,model,document_index,title,relation_id,head_emitted,head_status,head_candidate_clusters,tail_emitted,tail_status,tail_candidate_clusters,automatic_category,all_gold_clusters,document_text,verified_head_gold_id,verified_tail_gold_id,human_note,manual_outcome,checked_by,checked_date
37,Qwen2.5-72B,179,List of songs recorded by Rage Against the Machine,P463,rage against the machine,exact_ambiguous_type,0: ORG :: Rage Against the Machine; 10: MISC :: Rage Against the Machine,tom morello,exact_unique,6: PER :: Tom Morello,type_conflict_only,0 [ORG] Rage Against the Machine || 1 [LOC] American || 2 [LOC] Los Angeles || 3 [LOC] California || 4 [TIME] 1991 || 5 [PER] Zack de la Rocha | de la Rocha || 6 [PER] Tom Morello || 7 [PER] Tim Commerford || 8 [PER] Brad Wilk || 9 [ORG] Epic Records | Epic || 10 [MISC] Rage Against the Machine || 11 [TIME] 1992 || 12 [NUM] four || 13 [MISC] Year of tha Boomerang || 14 [MISC] Higher Learning soundtrack || 15 [TIME] 1995 || 16 [MISC] Evil Empire || 17 [TIME] 1996 || 18 [TIME] 1997 || 19 [PER] Bruce Springsteen || 20 [MISC] The Ghost of Tom Joad || 21 [MISC] No Shelter || 22 [MISC] Godzilla || 23 [TIME] 1999 || 24 [MISC] The Battle of Los Angeles || 25 [TIME] October 2000 || 26 [MISC] Renegades || 27 [TIME] December 2000,"Rage Against the Machine is an American rap metal band from Los Angeles , California . Formed in 1991 , the group consists of vocalist Zack de la Rocha , guitarist Tom Morello , bassist Tim Commerford and drummer Brad Wilk . After a self - issued demo , the band signed with Epic Records and released its self - titled debut album Rage Against the Machine in 1992 , the material for which was written by all four members of the group . After contributing the single "" Year of tha Boomerang "" to the Higher Learning soundtrack in 1995 , the band released its second studio album Evil Empire in 1996 , on which "" Year of tha Boomerang "" was featured as the closing track . In 1997 the band released a cover version of Bruce Springsteen 's "" The Ghost of Tom Joad "" , and the following year contributed "" No Shelter "" to the soundtrack to the film Godzilla , as well as releasing it as a single . In 1999 the band released its final album of original material , The Battle of Los Angeles , which again credited all four members equally for songwriting . The group disbanded in October 2000 , after de la Rocha departed to focus on producing his first solo album . After the group 's breakup , Epic released Renegades in December 2000 , which featured cover versions of songs originally recorded by several hip hop artists , rock bands and other artists .",0,6,"The gold annotation assigns the same surface form ""Rage Against the Machine"" to cluster 0 [ORG] (the band) and cluster 10 [MISC] (the self-titled album). The model entity inventory labels the bare name as ORG, and the source distinguishes the band from the eponymous album; therefore head = 0. Tail is the exact unique match to cluster 6 [PER] Tom Morello.",RESOLVED_TO_GOLD_ID,Jiaxuan Li,2026-09-25
38,Qwen2.5-72B,190,Chachalaca,P131,chachalacas,exact_ambiguous_type,0: MISC :: Chachalacas; 12: LOC :: chachalacas,wooded habitats,unmatched,,both,0 [MISC] Chachalacas || 1 [MISC] Ortalis || 2 [LOC] United States || 3 [LOC] Texas || 4 [LOC] Mexico || 5 [LOC] Central || 6 [LOC] South America || 7 [NUM] six || 8 [NUM] twelve || 9 [NUM] two || 10 [MISC] Greek || 11 [NUM] four || 12 [LOC] chachalacas || 13 [TIME] Oligocene || 14 [NUM] 40–20 mya,"Chachalacas are galliform birds from the genus Ortalis . These birds are found in wooded habitats in far southern United States ( Texas ) , Mexico , and Central and South America . They are social , can be very noisy and often remain fairly common even near humans , as their relatively small size makes them less desirable to hunters than their larger relatives . As invasive pests , they have a ravenous appetite for tomatoes , melons , beans , and radishes and can ravage a small garden in short order . They travel in packs of six to twelve . They somewhat resemble the guans , and the two have commonly been placed in a subfamily together , though the chachalacas are probably closer to the curassows . The generic name is derived from the Greek word όρταλις , meaning "" pullet "" or "" domestic hen . "" The common name is an onomatopoeia for the four - noted cackle of the plain chachalaca ( O. vetula ) . Mitochondrial and nuclear DNA sequence data tentatively suggest that the chachalacas emerged as a distinct lineage during the Oligocene , somewhere around 40–20 mya , possibly being the first lineage of modern cracids to evolve ; this does agree with the known fossil record – including indeterminate , cracid - like birds – which very cautiously favors a north - to - south expansion of the family .",0,NONE,"head ""chachalacas"" resolves to cluster 0 [MISC]: the sentence subject is the birds (""These birds are found in wooded habitats...""), and no location named Chachalacas occurs in this text, so the competing cluster 12 [LOC] is not supported. tail ""wooded habitats"" is a generic habitat description with no named referent and no gold cluster, so the only remaining problem in this row is the unmatched tail.",UNMATCHED_ONLY,Jiaxuan Li,2026-09-25
39,Qwen2.5-72B,202,LEC billing,P17,united states,containment_unique,2: LOC :: the United States,client,unmatched,,unmatched_only,0 [MISC] LEC billing || 1 [ORG] LEC || 2 [LOC] the United States || 3 [MISC] Bell System || 4 [LOC] Canada || 5 [ORG] Bell Canada || 6 [ORG] Telus || 7 [MISC] Cramming,"LEC billing is a form of billing for Internet - based or other usually electronic services where the user is charged through his account with the local telephone company ( also known as the local exchange carrier or LEC ) , rather than directly from the provider of the service . LEC billing is permitted in the United States as the breakup of the Bell System forced local telcos out of the long distance business ; each client would otherwise receive multiple monthly bills ( one for local service , one for long distance ) . There is no LEC billing for alternate long distance carriers in Canada as Bell Canada and Telus remain in the long - distance business and do not collect on behalf of their competitors . The LEC billing system is subject to abuse by vendors . Cramming is a form of phone fraud in which a third - party vendor adds unauthorised charges to a subscriber 's local telephone bill .",2,NONE,"head ""united states"" is contained in cluster 2 [LOC] the United States. tail ""client"" comes from ""each client would otherwise receive multiple monthly bills"" and is a generic role word for a customer; no gold cluster denotes it (the gold entities are LEC, the United States, Bell System, Canada, Bell Canada, Telus, Cramming).",UNMATCHED_ONLY,Jiaxuan Li,2026-09-25
40,Qwen2.5-72B,202,LEC billing,P17,united states,containment_unique,2: LOC :: the United States,subscriber,unmatched,,unmatched_only,0 [MISC] LEC billing || 1 [ORG] LEC || 2 [LOC] the United States || 3 [MISC] Bell System || 4 [LOC] Canada || 5 [ORG] Bell Canada || 6 [ORG] Telus || 7 [MISC] Cramming,"LEC billing is a form of billing for Internet - based or other usually electronic services where the user is charged through his account with the local telephone company ( also known as the local exchange carrier or LEC ) , rather than directly from the provider of the service . LEC billing is permitted in the United States as the breakup of the Bell System forced local telcos out of the long distance business ; each client would otherwise receive multiple monthly bills ( one for local service , one for long distance ) . There is no LEC billing for alternate long distance carriers in Canada as Bell Canada and Telus remain in the long - distance business and do not collect on behalf of their competitors . The LEC billing system is subject to abuse by vendors . Cramming is a form of phone fraud in which a third - party vendor adds unauthorised charges to a subscriber 's local telephone bill .",2,NONE,"head ""united states"" is contained in cluster 2 [LOC]. tail ""subscriber"" from ""a subscriber 's local telephone bill"" is a generic role word, not a named entity; no gold cluster in this document corresponds to it.",UNMATCHED_ONLY,Jiaxuan Li,2026-09-25
41,Qwen2.5-72B,211,William Hepburn Armstrong,P1344,william hepburn armstrong,exact_unique,0: PER :: Armstrong | William H. Armstrong | William Hepburn Armstrong,commissioner of railroads,unmatched,,unmatched_only,"0 [PER] William Hepburn Armstrong | Armstrong | William H. Armstrong || 1 [TIME] September 7 , 1824 || 2 [TIME] May 14 , 1919 || 3 [ORG] Republican || 4 [ORG] U.S. House of Representatives || 5 [LOC] Pennsylvania || 6 [LOC] Williamsport || 7 [ORG] Princeton College || 8 [TIME] 1847 || 9 [ORG] Pennsylvania State House of Representatives || 10 [TIME] 1860 || 11 [TIME] 1861 || 12 [TIME] 1862 || 13 [ORG] Forty - first Congress || 14 [TIME] 1870 || 15 [LOC] Indian || 16 [PER] Ulysses S. Grant || 17 [TIME] 1882 || 18 [TIME] 1885 || 19 [LOC] Washington , D.C. || 20 [LOC] Philadelphia || 21 [TIME] 1898 || 22 [LOC] Wilmington || 23 [LOC] Delaware || 24 [TIME] 1919 || 25 [LOC] Wilmington and Brandywine Cemetery","William Hepburn Armstrong ( September 7 , 1824 – May 14 , 1919 ) was a Republican member of the U.S. House of Representatives from Pennsylvania . William H. Armstrong was born in Williamsport , Pennsylvania . He graduated from Princeton College in 1847 . He studied law , was admitted to the bar and commenced practice in Williamsport . He served in the Pennsylvania State House of Representatives in 1860 and 1861 . He declined a commission as president judge of the twenty - sixth judicial circuit of Pennsylvania in 1862 . Armstrong was elected as a Republican to the Forty - first Congress . He was an unsuccessful candidate for reelection in 1870 . He declined the office of commissioner of Indian affairs tendered by President Ulysses S. Grant . He served as commissioner of railroads from 1882 to 1885 . He resumed the practice of law in Washington , D.C. , and Philadelphia , until 1898 , when he retired from active business pursuits . He moved to Wilmington , Delaware , where he died in 1919 . Interment in Wilmington and Brandywine Cemetery .",0,NONE,"Duplicate of the Qwen2.5-14B row for this document. head ""william hepburn armstrong"" is the exact unique match to cluster 0 [PER]; tail ""commissioner of railroads"" (""He served as commissioner of railroads from 1882 to 1885"") is an office, not an entity, and has no gold cluster.",UNMATCHED_ONLY,Jiaxuan Li,2026-09-25
42,Qwen2.5-72B,230,Mavis Grind,P1344,otters,unmatched,,mavis grind,exact_unique,0: LOC :: Mavis Grind,unmatched_only,0 [LOC] Mavis Grind || 1 [LOC] Northmavine || 2 [LOC] Shetland Mainland || 3 [LOC] Shetland Islands | Shetland || 4 [LOC] UK || 5 [LOC] A970 || 6 [LOC] Hillswick || 7 [NUM] two miles || 8 [LOC] Brae || 9 [LOC] North Sea || 10 [LOC] Atlantic Ocean || 11 [TIME] 1999 || 12 [LOC] Viking || 13 [TIME] Bronze Age,"Mavis Grind ( or , meaning "" gate of the narrow isthmus "" ) is a narrow isthmus joining the Northmavine peninsula to the rest of the island of Shetland Mainland in the Shetland Islands , UK . It is just wide at its narrowest point . It carries the main A970 road to Hillswick in the north west of Shetland and is about two miles west of the settlement of Brae . Mavis Grind is said to be the only place in the UK where you can toss a stone across land from the North Sea to the Atlantic Ocean . It is a regular crossing point for otters , which in Shetland are sea - dwelling . In 1999 , local volunteers successfully helped to demonstrate whether Viking ships could be carried across the isthmus , instead of sailing around the end of the island . Remains of a late Bronze Age settlement have been found close by .",NONE,0,"Duplicate of the Qwen2.5-32B row for this document. tail ""mavis grind"" is the exact unique match to cluster 0 [LOC]; head ""otters"" from ""a regular crossing point for otters"" is a generic animal class with no gold cluster.",UNMATCHED_ONLY,Jiaxuan Li,2026-09-25
43,Qwen2.5-72B,236,"Brigden, Ontario",P569,william wharton brigden,exact_unique,12: PER :: Brigden | William Wharton Brigden,brigden,exact_ambiguous_type,0: LOC :: Brigden; 12: PER :: Brigden | William Wharton Brigden,type_conflict_only,"0 [LOC] Brigden || 1 [LOC] St. Clair || 2 [LOC] Lambton County || 3 [LOC] Ontario || 4 [LOC] Canada | Canadian || 5 [LOC] Courtright Line || 6 [LOC] Brigden Road || 7 [LOC] Kimball || 8 [LOC] Oil City || 9 [LOC] Sarnia || 10 [NUM] 500 || 11 [LOC] Michigan Central Railroad || 12 [PER] William Wharton Brigden | Brigden || 13 [TIME] 1936 || 14 [TIME] May 26, 1939 || 15 [LOC] Battle Creek || 16 [LOC] Michigan || 17 [MISC] Brigden Fair || 18 [MISC] Thanksgiving || 19 [MISC] Brigden Community Fest || 20 [PER] JR Shaw || 21 [ORG] Shaw Communications","Brigden is a community in the township of St. Clair , Lambton County , Ontario , Canada . The community is located at the crossroads of Courtright Line and Brigden Road , between Kimball to the west and Oil City to the east , and about southeast of the city of Sarnia . Brigden has a population of about 500 and is the centre of a thriving agricultural district . The community is situated on the former Michigan Central Railroad line and thus is named after William Wharton Brigden , one of the engineers who surveyed the railway in 1936 . Brigden died of a heart attack on May 26 , 1939 in Battle Creek , Michigan , where he was the superintendent of the city waterworks . Brigden was a Police village governed by a Village Chairman and a Board of Trustees . The annual Brigden Fair is the last fair of the season in Lambton County occurring on Canadian Thanksgiving long weekend . Other annual events include the Brigden Community Fest . It is also the birthplace of businessman JR Shaw , founder and executive chairman of Shaw Communications .",12,0,"Head ""William Wharton Brigden"" is the exact unique match to cluster 12 [PER]. The model entity inventory distinguishes the full person name from the bare tail ""Brigden"", which it labels as LOC, and the source explicitly mentions the community named after William Wharton Brigden. Therefore tail = cluster 0 [LOC]; the ""Brigden"" alias in cluster 12 is the person surname, not this tail mention.",RESOLVED_TO_GOLD_ID,Jiaxuan Li,2026-09-25
44,Qwen2.5-72B,259,Quokka,P463,setonix brachyurus,unmatched,,setonix,unmatched,,unmatched_only,0 [LOC] Western Australia || 1 [LOC] Rottnest Island || 2 [LOC] Perth || 3 [LOC] Bald Island || 4 [LOC] Albany || 5 [LOC] Peoples Bay Nature Reserve || 6 [LOC] Gilbert,"The quokka ( , Setonix brachyurus ) , the only member of the genus Setonix , is a small macropod about the size of a domestic cat . Like other marsupials in the macropod family ( such as kangaroos and wallabies ) , the quokka is herbivorous and mainly nocturnal . Quokkas are found on some smaller islands off the coast of Western Australia , particularly Rottnest Island , just off Perth , and also Bald Island near Albany , and in isolated scattered populations in forest and coastal heath between Perth and Albany . A small colony exists at the eastern limit of their range in a protected area of Two Peoples Bay Nature Reserve , where they co - exist with the critically endangered Gilbert 's potoroo .",NONE,NONE,"Neither argument has a gold counterpart: ""Setonix brachyurus"" (the species) and ""Setonix"" (the genus) are taxonomic names, and every gold cluster in this document is a location (Western Australia, Rottnest Island, Perth, Bald Island, Albany, Peoples Bay Nature Reserve, Gilbert). No organism entity is annotated.",UNMATCHED_ONLY,Jiaxuan Li,2026-09-25
45,Qwen2.5-72B,287,Washington v. Texas,P1344,washington v texas,containment_ambiguous_type,0: PER :: Jackie Washington | Washington; 15: MISC :: Washington,united states supreme court,exact_unique,5: ORG :: Court | Supreme Court | United States Supreme Court,type_conflict_only,0 [PER] Washington | Jackie Washington || 1 [LOC] Texas | Due Process Clause || 2 [NUM] 388 || 3 [LOC] U.S. || 4 [TIME] 1967 || 5 [ORG] United States Supreme Court | Court | Supreme Court || 6 [MISC] Compulsory Process Clause || 7 [MISC] Sixth Amendment to the Constitution || 8 [LOC] Texas || 9 [MISC] Fourteenth Amendment || 10 [PER] John Marshall Harlan II || 11 [PER] Taylor || 12 [ORG] Illinois || 13 [TIME] 1988 || 14 [MISC] Taylor || 15 [MISC] Washington,"Washington v. Texas , 388 U.S. 14 ( 1967 ) , is a United States Supreme Court case in which the Court decided that the Compulsory Process Clause of the Sixth Amendment to the Constitution ( guaranteeing the right of a criminal defendant to force the attendance of witnesses for their side ) is applicable in state courts as well as federal courts . Jackie Washington had attempted to call his co - defendant as a witness , but was blocked by Texas courts because state law prevented co - defendants from testifying for each other , under the theory that they would be likely to lie for each other on the stand . The Supreme Court reasoned that the Due Process Clause of the Fourteenth Amendment made the right to be able to compel defense witnesses to testify necessary for a defendant 's "" due process "" rights to fair proceedings , which applies to the states . Only Justice John Marshall Harlan II parted from the Court 's "" due process "" focus , though he agreed with the outcome , as he regularly did in cases involving whether to apply federal rights to state courts . The impact of Washington was narrowed by a later case , Taylor v. Illinois ( 1988 ) , in which the Court said that "" countervailing public interests "" , like the need to move through cases quickly , could be balanced against a defendant 's right to present witnesses . In Taylor , the Supreme Court upheld a judge 's order blocking defense witnesses from testifying due to the defense attorney 's deliberate failure to disclose evidence to prosecutors earlier in the trial . The defense attorney 's actions resulted in a lengthy delay in the proceedings which the trial judge felt was unjustified . Legal scholars have seen this new grant of discretion to trial judges as a change to relying on "" efficient justice "" , a more limited vision of trial rights than the "" right to present a defense "" created in Washington .",15,5,"Duplicate of the Qwen2.5-32B row for this document. head ""washington v texas"" denotes the case, i.e. cluster 15 [MISC] Washington used metonymically for the case (""The impact of Washington was narrowed by a later case""), not cluster 0 [PER] Jackie Washington; tail is the exact unique match to 5 [ORG].",RESOLVED_TO_GOLD_ID,Jiaxuan Li,2026-09-25
46,Qwen2.5-72B,287,Washington v. Texas,P1001,united states,containment_unique,5: ORG :: Court | Supreme Court | United States Supreme Court,washington v texas,containment_ambiguous_type,0: PER :: Jackie Washington | Washington; 15: MISC :: Washington,type_conflict_only,0 [PER] Washington | Jackie Washington || 1 [LOC] Texas | Due Process Clause || 2 [NUM] 388 || 3 [LOC] U.S. || 4 [TIME] 1967 || 5 [ORG] United States Supreme Court | Court | Supreme Court || 6 [MISC] Compulsory Process Clause || 7 [MISC] Sixth Amendment to the Constitution || 8 [LOC] Texas || 9 [MISC] Fourteenth Amendment || 10 [PER] John Marshall Harlan II || 11 [PER] Taylor || 12 [ORG] Illinois || 13 [TIME] 1988 || 14 [MISC] Taylor || 15 [MISC] Washington,"Washington v. Texas , 388 U.S. 14 ( 1967 ) , is a United States Supreme Court case in which the Court decided that the Compulsory Process Clause of the Sixth Amendment to the Constitution ( guaranteeing the right of a criminal defendant to force the attendance of witnesses for their side ) is applicable in state courts as well as federal courts . Jackie Washington had attempted to call his co - defendant as a witness , but was blocked by Texas courts because state law prevented co - defendants from testifying for each other , under the theory that they would be likely to lie for each other on the stand . The Supreme Court reasoned that the Due Process Clause of the Fourteenth Amendment made the right to be able to compel defense witnesses to testify necessary for a defendant 's "" due process "" rights to fair proceedings , which applies to the states . Only Justice John Marshall Harlan II parted from the Court 's "" due process "" focus , though he agreed with the outcome , as he regularly did in cases involving whether to apply federal rights to state courts . The impact of Washington was narrowed by a later case , Taylor v. Illinois ( 1988 ) , in which the Court said that "" countervailing public interests "" , like the need to move through cases quickly , could be balanced against a defendant 's right to present witnesses . In Taylor , the Supreme Court upheld a judge 's order blocking defense witnesses from testifying due to the defense attorney 's deliberate failure to disclose evidence to prosecutors earlier in the trial . The defense attorney 's actions resulted in a lengthy delay in the proceedings which the trial judge felt was unjustified . Legal scholars have seen this new grant of discretion to trial judges as a change to relying on "" efficient justice "" , a more limited vision of trial rights than the "" right to present a defense "" created in Washington .",3,15,"The automatic containment match of head ""United States"" to cluster 5 [ORG] ""United States Supreme Court"" is a substring artefact. The model labels the head as LOC, and the compatible benchmark alias is cluster 3 [LOC] ""U.S."" in the citation ""388 U.S. 14""; this alignment follows the benchmark surface/type annotation and should not be read as an unambiguous ordinary country mention in the source. Tail ""Washington v. Texas"" denotes the case, cluster 15 [MISC].",RESOLVED_TO_GOLD_ID,Jiaxuan Li,2026-09-25
47,DeepSeek-V3,6,Soccer Academy,P1344,the soccer academy,exact_unique,0: MISC :: Soccer Academy | The Soccer Academy,professional soccer players,unmatched,,unmatched_only,0 [MISC] Soccer Academy | The Soccer Academy || 1 [ORG] Capistrano Films || 2 [NUM] 23 || 3 [LOC] the United States || 4 [LOC] Africa || 5 [LOC] Middle East || 6 [MISC] IE || 7 [LOC] Los Angeles || 8 [LOC] California || 9 [LOC] Detroit || 10 [LOC] Michigan,"The Soccer Academy is a children ’s television show produced by Capistrano Films . The show is shown in over 23 countries around the world , including the United States , Africa , and the Middle East . Soccer Academy is a children ’s television show based upon the skills needed by children to participate in soccer . The demonstration of soccer skills during the program are performed by professional soccer players participating from the country in which the show is taking place in . Along with the soccer skills , there is also a mix or culture , religion , as well as interaction with the local people from whichever country the television show is featuring for that specific episode . "" The Soccer Academy "" qualifies as children - friendly programming from an instructional and educational perspective , and has been issued the IE certificate by the United States for the shows educational value to children . The parent company , Capistrano Films , has offices located in both Los Angeles , California and Detroit , Michigan .",0,NONE,"head ""the soccer academy"" is the exact unique match to cluster 0 [MISC]. tail ""professional soccer players"" from ""performed by professional soccer players participating from the country"" is a generic occupational class with no named referent; no gold cluster denotes it.",UNMATCHED_ONLY,Jiaxuan Li,2026-09-25
48,DeepSeek-V3,19,Railroad Revival Tour,P710,railroad revival tour,exact_unique,0: MISC :: Railroad Revival Tour,mumford sons,exact_ambiguous_type,10: MISC :: Mumford & Sons '; 12: ORG :: Mumford & Sons,type_conflict_only,"0 [MISC] Railroad Revival Tour || 1 [LOC] Americana || 2 [TIME] 2011 || 3 [LOC] American Southwest || 4 [TIME] the 1950s || 5 [TIME] 1960s || 6 [NUM] 10,000 || 7 [NUM] 30 || 8 [LOC] American || 9 [LOC] U.S. || 10 [MISC] Mumford & Sons ' || 11 [PER] Woody Guthrie || 12 [ORG] Mumford & Sons || 13 [PER] Edward Sharpe || 14 [MISC] the Magnetic Zeros || 15 [ORG] Old Crow Medicine Show || 16 [MISC] Big Easy Express || 17 [PER] Emmett Malloy || 18 [MISC] SXSW || 19 [TIME] 2012 || 20 [MISC] Grammy Award || 21 [TIME] 2013 || 22 [MISC] iTunes || 23 [MISC] DVD / Blu - ray Disc || 24 [MISC] This Train || 25 [PER] Willie Nelson || 26 [ORG] Band of Horses || 27 [PER] Jamey Johnson || 28 [PER] John Reilly || 29 [ORG] Friends","The Railroad Revival Tour was an annual music tour that featured popular roots , folk , country , rock , bluegrass and Americana acts that began in 2011 . The musicians travel between shows across the American Southwest in a dozen or so vintage train cars from the 1950s and 1960s . The outdoor concert locations , sometimes attracting over 10,000 fans , are often a stone 's throw from the train . The bands eat , sleep and engage in impromptu jam sessions on the train between stops , giving them a chance to collaborate . On stage at night , they often join in on each other 's sets , sometimes bringing around 30 musicians up to create a rare and rowdy performance . The organic American roots feeling of the tour also prompts participating musicians to honor U.S. railway history , like Mumford & Sons ' tribute to Woody Guthrie in 2011 . The inaugural tour in 2011 included performances by Mumford & Sons , Edward Sharpe and the Magnetic Zeros , and Old Crow Medicine Show . A documentary of this first year , called Big Easy Express , directed by Emmett Malloy premiered at SXSW 2012 and won a Grammy Award in 2013 . The film is currently available on iTunes and DVD / Blu - ray Disc . In 2011 , Railroad Revival Tour bands Mumford & Sons , Edward Sharpe and the Magnetic Zeros , and Old Crow Medicine Show together closed their shows at every stop with "" This Train . "" The 2012 tour was slated to include performances by Willie Nelson , Band of Horses , Jamey Johnson , and John Reilly and Friends . However , the tour was cancelled for 2012 .",0,12,"head ""railroad revival tour"" is the exact unique match to cluster 0 [MISC]. tail ""mumford sons"" denotes the band: cluster 12 [ORG] Mumford & Sons, whereas cluster 10 [MISC] only captures the possessive form ""Mumford & Sons '"" in the tribute phrase.",RESOLVED_TO_GOLD_ID,Jiaxuan Li,2026-09-25
49,DeepSeek-V3,19,Railroad Revival Tour,P175,mumford sons,exact_ambiguous_type,10: MISC :: Mumford & Sons '; 12: ORG :: Mumford & Sons,this train,exact_unique,24: MISC :: This Train,type_conflict_only,"0 [MISC] Railroad Revival Tour || 1 [LOC] Americana || 2 [TIME] 2011 || 3 [LOC] American Southwest || 4 [TIME] the 1950s || 5 [TIME] 1960s || 6 [NUM] 10,000 || 7 [NUM] 30 || 8 [LOC] American || 9 [LOC] U.S. || 10 [MISC] Mumford & Sons ' || 11 [PER] Woody Guthrie || 12 [ORG] Mumford & Sons || 13 [PER] Edward Sharpe || 14 [MISC] the Magnetic Zeros || 15 [ORG] Old Crow Medicine Show || 16 [MISC] Big Easy Express || 17 [PER] Emmett Malloy || 18 [MISC] SXSW || 19 [TIME] 2012 || 20 [MISC] Grammy Award || 21 [TIME] 2013 || 22 [MISC] iTunes || 23 [MISC] DVD / Blu - ray Disc || 24 [MISC] This Train || 25 [PER] Willie Nelson || 26 [ORG] Band of Horses || 27 [PER] Jamey Johnson || 28 [PER] John Reilly || 29 [ORG] Friends","The Railroad Revival Tour was an annual music tour that featured popular roots , folk , country , rock , bluegrass and Americana acts that began in 2011 . The musicians travel between shows across the American Southwest in a dozen or so vintage train cars from the 1950s and 1960s . The outdoor concert locations , sometimes attracting over 10,000 fans , are often a stone 's throw from the train . The bands eat , sleep and engage in impromptu jam sessions on the train between stops , giving them a chance to collaborate . On stage at night , they often join in on each other 's sets , sometimes bringing around 30 musicians up to create a rare and rowdy performance . The organic American roots feeling of the tour also prompts participating musicians to honor U.S. railway history , like Mumford & Sons ' tribute to Woody Guthrie in 2011 . The inaugural tour in 2011 included performances by Mumford & Sons , Edward Sharpe and the Magnetic Zeros , and Old Crow Medicine Show . A documentary of this first year , called Big Easy Express , directed by Emmett Malloy premiered at SXSW 2012 and won a Grammy Award in 2013 . The film is currently available on iTunes and DVD / Blu - ray Disc . In 2011 , Railroad Revival Tour bands Mumford & Sons , Edward Sharpe and the Magnetic Zeros , and Old Crow Medicine Show together closed their shows at every stop with "" This Train . "" The 2012 tour was slated to include performances by Willie Nelson , Band of Horses , Jamey Johnson , and John Reilly and Friends . However , the tour was cancelled for 2012 .",12,24,"head ""mumford sons"" = cluster 12 [ORG] the band (cluster 10 [MISC] is only the possessive form). tail ""this train"" is the exact unique match to cluster 24 [MISC] This Train, the song the bands closed their shows with.",RESOLVED_TO_GOLD_ID,Jiaxuan Li,2026-09-25
50,DeepSeek-V3,19,Railroad Revival Tour,P175,mumford sons,exact_ambiguous_type,10: MISC :: Mumford & Sons '; 12: ORG :: Mumford & Sons,woody guthrie,exact_unique,11: PER :: Woody Guthrie,type_conflict_only,"0 [MISC] Railroad Revival Tour || 1 [LOC] Americana || 2 [TIME] 2011 || 3 [LOC] American Southwest || 4 [TIME] the 1950s || 5 [TIME] 1960s || 6 [NUM] 10,000 || 7 [NUM] 30 || 8 [LOC] American || 9 [LOC] U.S. || 10 [MISC] Mumford & Sons ' || 11 [PER] Woody Guthrie || 12 [ORG] Mumford & Sons || 13 [PER] Edward Sharpe || 14 [MISC] the Magnetic Zeros || 15 [ORG] Old Crow Medicine Show || 16 [MISC] Big Easy Express || 17 [PER] Emmett Malloy || 18 [MISC] SXSW || 19 [TIME] 2012 || 20 [MISC] Grammy Award || 21 [TIME] 2013 || 22 [MISC] iTunes || 23 [MISC] DVD / Blu - ray Disc || 24 [MISC] This Train || 25 [PER] Willie Nelson || 26 [ORG] Band of Horses || 27 [PER] Jamey Johnson || 28 [PER] John Reilly || 29 [ORG] Friends","The Railroad Revival Tour was an annual music tour that featured popular roots , folk , country , rock , bluegrass and Americana acts that began in 2011 . The musicians travel between shows across the American Southwest in a dozen or so vintage train cars from the 1950s and 1960s . The outdoor concert locations , sometimes attracting over 10,000 fans , are often a stone 's throw from the train . The bands eat , sleep and engage in impromptu jam sessions on the train between stops , giving them a chance to collaborate . On stage at night , they often join in on each other 's sets , sometimes bringing around 30 musicians up to create a rare and rowdy performance . The organic American roots feeling of the tour also prompts participating musicians to honor U.S. railway history , like Mumford & Sons ' tribute to Woody Guthrie in 2011 . The inaugural tour in 2011 included performances by Mumford & Sons , Edward Sharpe and the Magnetic Zeros , and Old Crow Medicine Show . A documentary of this first year , called Big Easy Express , directed by Emmett Malloy premiered at SXSW 2012 and won a Grammy Award in 2013 . The film is currently available on iTunes and DVD / Blu - ray Disc . In 2011 , Railroad Revival Tour bands Mumford & Sons , Edward Sharpe and the Magnetic Zeros , and Old Crow Medicine Show together closed their shows at every stop with "" This Train . "" The 2012 tour was slated to include performances by Willie Nelson , Band of Horses , Jamey Johnson , and John Reilly and Friends . However , the tour was cancelled for 2012 .",12,11,"head ""mumford sons"" = cluster 12 [ORG] the band (not the possessive-only cluster 10 [MISC]). tail ""woody guthrie"" is the exact unique match to cluster 11 [PER], the subject of the band's 2011 tribute.",RESOLVED_TO_GOLD_ID,Jiaxuan Li,2026-09-25
