model,document_index,title,n_entities,n_relations,n_violations,n_checkable_violations,n_uncheckable_violations,certificate_bound,gold_checkable_bound,gold_verifiable_errors,entity_type_errors,spurious_relation_errors,detectable_errors,tightness_ratio,conflicts_per_relation,bound_per_relation,cross_model_disagreement,n_vertices,n_hyperedges,mean_hyperedge_cardinality,maximum_hyperedge_cardinality,maximum_vertex_degree,n_components,largest_component_vertices,largest_component_hyperedges,hyperedge_overlap_density,incidence_density,matching_number
Qwen2.5-14B,266,Cranford Agreement,24,18,4,4,0,4,4,8,0,8,4,0.5,0.2222222222222222,0.2222222222222222,0.9707287933094385,12,4,3.0,3,1,4,3,1,0.0,0.25,4
Qwen2.5-14B,267,"Cy Becker, Edmonton",14,8,1,1,0,1,1,6,1,5,2,0.16666666666666666,0.125,0.125,0.8307692307692308,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,268,Ici Paris,18,13,1,1,0,1,1,12,2,10,2,0.08333333333333333,0.07692307692307693,0.07692307692307693,0.7776811594202898,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,269,Luan Bo,18,13,0,0,0,0,0,6,1,5,0,0.0,0.0,0.0,0.7498412698412699,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,270,Burseraceae,23,16,3,1,2,2,1,14,1,13,2,0.07142857142857142,0.1875,0.125,0.9286075036075037,8,3,3.0,3,2,2,5,2,0.3333333333333333,0.375,2
Qwen2.5-14B,271,National Executive Committee of the African National Congress,11,8,2,2,0,1,1,4,1,3,2,0.25,0.25,0.125,0.9487179487179488,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-14B,272,Economic history of Cambodia,13,12,6,6,0,1,1,11,2,9,8,0.09090909090909091,0.5,0.08333333333333333,0.9814814814814815,13,6,3.0,3,6,1,13,6,1.0,0.23076923076923078,1
Qwen2.5-14B,273,FLAMA,14,12,2,2,0,1,1,5,0,5,2,0.2,0.16666666666666666,0.08333333333333333,0.8614718614718614,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-14B,274,Guillermo Endara,21,17,3,3,0,1,1,9,0,9,3,0.1111111111111111,0.17647058823529413,0.058823529411764705,0.7626728110599078,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-14B,275,Washington Place (West Virginia),14,14,0,0,0,0,0,13,1,12,0,0.0,0.0,0.0,0.9329501915708813,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,276,Abbas Kiarostami,29,19,7,7,0,1,1,11,1,10,7,0.09090909090909091,0.3684210526315789,0.05263157894736842,0.8344281781781783,15,7,3.0,3,7,1,15,7,1.0,0.2,1
Qwen2.5-14B,277,Tomcats Screaming Outside,10,8,2,2,0,2,2,3,0,3,2,0.6666666666666666,0.25,0.25,0.7261904761904763,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-14B,278,Mark Harmsworth,16,7,0,0,0,0,0,6,1,5,0,0.0,0.0,0.0,0.8948412698412698,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,279,Friends of Peter G.,19,17,7,7,0,1,1,16,1,15,7,0.0625,0.4117647058823529,0.058823529411764705,0.977920227920228,15,7,3.0,3,7,1,15,7,1.0,0.2,1
Qwen2.5-14B,280,Joyce Godenzi,13,14,4,4,0,2,2,10,0,10,4,0.2,0.2857142857142857,0.14285714285714285,0.8948101706722397,8,4,3.0,3,3,1,8,4,0.6666666666666666,0.375,2
Qwen2.5-14B,281,Pskhu,18,16,2,2,0,2,2,10,1,9,3,0.2,0.125,0.125,0.9305779569892474,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-14B,282,Cassin's finch,13,11,3,3,0,2,2,11,0,11,3,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.9046176046176045,7,3,3.0,3,2,1,7,3,0.6666666666666666,0.42857142857142855,2
Qwen2.5-14B,283,Christie Elliott,11,6,1,1,0,1,1,7,2,5,1,0.14285714285714285,0.16666666666666666,0.16666666666666666,0.727124183006536,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,284,Bajofondo,10,8,0,0,0,0,0,7,0,7,0,0.0,0.0,0.0,0.8841269841269842,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,285,Mendenhall Glacier,11,9,0,0,0,0,0,8,2,6,0,0.0,0.0,0.0,0.7564102564102564,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,286,Battle of Chiari,18,16,0,0,0,0,0,12,3,9,0,0.0,0.0,0.0,1.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,287,Washington v. Texas,15,12,0,0,0,0,0,12,3,9,0,0.0,0.0,0.0,0.8539562289562289,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,288,Raunaq (album),10,13,8,8,0,2,2,12,0,12,8,0.16666666666666666,0.6153846153846154,0.15384615384615385,0.9057239057239057,15,8,3.0,3,7,1,15,8,0.7857142857142857,0.2,2
Qwen2.5-14B,289,Carl Buchheister,14,12,1,1,0,1,1,9,1,8,2,0.1111111111111111,0.08333333333333333,0.08333333333333333,0.688235294117647,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,290,Roald,13,18,1,1,0,1,1,12,0,12,1,0.08333333333333333,0.05555555555555555,0.05555555555555555,0.8194444444444443,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,291,"They Shoot Horses, Don't They? (film)",25,10,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.5868620268620269,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,292,Bonnie Blair,17,19,3,3,0,1,1,15,4,11,6,0.06666666666666667,0.15789473684210525,0.05263157894736842,0.8911435786435787,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-14B,293,Signaling of the New York City Subway,2,2,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.8359359938307307,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,294,"Symphony Hall, Boston",13,4,1,1,0,1,1,4,1,3,1,0.25,0.25,0.25,0.880952380952381,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,296,Pleistocene coyote,19,17,2,2,0,1,1,9,1,8,2,0.1111111111111111,0.11764705882352941,0.058823529411764705,1.0,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-14B,297,Skylake (microarchitecture),2,12,1,1,0,1,1,11,0,11,1,0.09090909090909091,0.08333333333333333,0.08333333333333333,0.8142414860681114,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,298,Lewis of Luxembourg,19,15,4,2,2,1,1,9,2,7,3,0.1111111111111111,0.26666666666666666,0.06666666666666667,0.8288025299519552,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-14B,299,Ronald Leonard,20,15,1,1,0,1,1,15,1,14,1,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.6937452326468344,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,0,Willi Schneider (skeleton racer),24,18,7,7,0,2,2,12,1,11,7,0.16666666666666666,0.3888888888888889,0.1111111111111111,0.6816743471582182,16,7,3.0,3,6,2,13,6,0.7142857142857143,0.1875,2
Qwen2.5-32B,1,Ross Alger,16,17,1,1,0,1,1,12,1,11,1,0.08333333333333333,0.058823529411764705,0.058823529411764705,0.9112787356321839,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,2,Mess of Blues (Jeff Healey album),14,10,2,2,0,1,1,9,3,6,2,0.1111111111111111,0.2,0.1,0.7747319688109161,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,3,Ramey Idriss,16,16,3,3,0,1,1,6,0,6,3,0.16666666666666666,0.1875,0.0625,0.656280193236715,6,3,3.0,3,3,1,6,3,1.0,0.5,1
Qwen2.5-32B,4,ELAM (Latin American School of Medicine) Cuba,19,11,0,0,0,0,0,7,0,7,0,0.0,0.0,0.0,0.949667616334283,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,5,Song of Freedom,13,9,1,1,0,1,1,4,1,3,1,0.25,0.1111111111111111,0.1111111111111111,0.8554639804639805,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,6,Soccer Academy,9,4,0,0,0,0,0,3,0,3,0,0.0,0.0,0.0,0.9523809523809524,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,7,ROKETSAN,17,11,3,3,0,1,1,9,0,9,3,0.1111111111111111,0.2727272727272727,0.09090909090909091,0.7642246642246642,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-32B,8,The Sacramento Bee,17,18,0,0,0,0,0,15,3,12,0,0.0,0.0,0.0,0.9008978675645342,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,9,Cambodia–Vietnam Friendship Monument,10,11,0,0,0,0,0,6,0,6,0,0.0,0.0,0.0,0.8041666666666667,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,10,Paul Desmarais Jr.,23,23,9,9,0,2,2,18,2,16,9,0.1111111111111111,0.391304347826087,0.08695652173913043,0.7404127305443096,20,9,3.0,3,8,2,17,8,0.7777777777777778,0.15,2
Qwen2.5-32B,11,Mola di Bari,9,8,0,0,0,0,0,5,0,5,0,0.0,0.0,0.0,0.42948717948717946,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,12,"Westmere, New York",10,7,0,0,0,0,0,5,2,3,0,0.0,0.0,0.0,0.7356711915535445,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,13,Edward Rowan Finnegan,26,21,5,5,0,2,2,17,2,15,5,0.11764705882352941,0.23809523809523808,0.09523809523809523,0.8985088985088986,12,5,3.0,3,4,2,9,4,0.6,0.25,2
Qwen2.5-32B,14,Foix (river),11,8,0,0,0,0,0,5,2,3,0,0.0,0.0,0.0,0.9108734402852049,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,15,Eivind Bolle,25,15,3,3,0,1,1,9,1,8,3,0.1111111111111111,0.2,0.06666666666666667,0.7440476190476191,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-32B,16,Henrik Angell,24,21,4,4,0,1,1,14,1,13,4,0.07142857142857142,0.19047619047619047,0.047619047619047616,0.7088052612349287,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-32B,17,Carey Business School,12,7,2,2,0,2,2,4,1,3,2,0.5,0.2857142857142857,0.2857142857142857,0.8965811965811966,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-32B,18,Lehmann Bernheimer,18,11,0,0,0,0,0,7,4,3,0,0.0,0.0,0.0,0.832936507936508,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,19,Railroad Revival Tour,21,15,1,0,1,1,0,16,3,13,0,0.0,0.06666666666666667,0.06666666666666667,0.8382650029708852,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,20,Australia–Chile Free Trade Agreement,11,9,1,1,0,1,1,6,0,6,1,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.8907019704433498,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,21,South Gondar Zone,17,15,0,0,0,0,0,13,0,13,0,0.0,0.0,0.0,0.8680555555555557,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,22,Morogoro Region,16,10,0,0,0,0,0,2,0,2,0,0.0,0.0,0.0,0.9127169127169127,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,23,Manon Balletti,12,14,1,0,1,1,0,12,0,12,0,0.0,0.07142857142857142,0.07142857142857142,0.8765061913487701,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,24,Pittsburgh Catholic,10,12,1,1,0,1,1,4,2,2,1,0.25,0.08333333333333333,0.08333333333333333,0.8701410388716891,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,25,Toufique Imrose Khalidi,11,7,1,1,0,1,1,2,0,2,1,0.5,0.14285714285714285,0.14285714285714285,0.5518518518518518,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,26,Mark McNamara,19,13,1,1,0,1,1,12,2,10,1,0.08333333333333333,0.07692307692307693,0.07692307692307693,0.5226608187134504,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,27,Nexus Q,18,15,1,1,0,1,1,16,1,15,1,0.0625,0.06666666666666667,0.06666666666666667,0.8516746411483253,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,28,Cranks and Shadows,10,9,3,1,2,1,1,6,0,6,1,0.16666666666666666,0.3333333333333333,0.1111111111111111,0.7185592185592186,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-32B,29,The Christian Manifesto,10,10,4,4,0,1,1,10,2,8,4,0.1,0.4,0.1,0.9880952380952381,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-32B,30,Joseph in Islam,18,9,3,3,0,1,1,15,6,9,5,0.06666666666666667,0.3333333333333333,0.1111111111111111,0.9321739130434783,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-32B,31,List of Prime Ministers of Thailand,14,11,3,3,0,2,2,13,3,10,4,0.15384615384615385,0.2727272727272727,0.18181818181818182,0.9352069716775601,8,3,3.0,3,2,2,5,2,0.3333333333333333,0.375,2
Qwen2.5-32B,32,Rogaland County Municipality,19,15,0,0,0,0,0,8,2,6,0,0.0,0.0,0.0,0.7977307642475058,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,33,Kyoto Imperial Palace,14,11,0,0,0,0,0,7,2,5,0,0.0,0.0,0.0,0.9194847020933977,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,34,The Yorkshire Post,18,10,0,0,0,0,0,9,0,9,0,0.0,0.0,0.0,0.5074074074074074,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,35,Won-yong,13,11,1,1,0,1,1,5,2,3,3,0.2,0.09090909090909091,0.09090909090909091,0.43567251461988304,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,36,Ramada (shelter),5,8,0,0,0,0,0,2,0,2,0,0.0,0.0,0.0,0.8225957049486462,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,37,Björn von der Esch,22,15,6,6,0,1,1,11,0,11,6,0.09090909090909091,0.4,0.06666666666666667,0.8777173913043478,13,6,3.0,3,6,1,13,6,1.0,0.23076923076923078,1
Qwen2.5-32B,38,Fyllingen Fotball,15,17,4,4,0,1,1,11,0,11,4,0.09090909090909091,0.23529411764705882,0.058823529411764705,0.8854380110454111,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-32B,39,Martin Ulrich,15,11,1,1,0,1,1,3,1,2,1,0.3333333333333333,0.09090909090909091,0.09090909090909091,0.7269507101086048,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,40,Two Doors Down,11,10,6,6,0,2,2,8,0,8,6,0.25,0.6,0.2,0.7669590643274854,12,6,3.0,3,5,1,12,6,0.8,0.25,2
Qwen2.5-32B,41,Think Bike,15,10,1,1,0,1,1,4,0,4,1,0.25,0.1,0.1,0.9649122807017544,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,42,United States Naval Forces Germany,17,11,0,0,0,0,0,9,0,9,0,0.0,0.0,0.0,0.8758751393534002,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,43,Cry for Help,17,14,4,4,0,1,1,10,1,9,4,0.1,0.2857142857142857,0.07142857142857142,0.7152235847888022,8,4,3.0,3,4,1,8,4,1.0,0.375,1
Qwen2.5-32B,44,Surreal (song),14,10,6,6,0,1,1,7,0,7,6,0.14285714285714285,0.6,0.1,0.7998168498168498,13,6,3.0,3,6,1,13,6,1.0,0.23076923076923078,1
Qwen2.5-32B,45,Between Five and Seven,20,18,1,1,0,1,1,17,5,12,1,0.058823529411764705,0.05555555555555555,0.05555555555555555,0.8187363834422658,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,46,List of Square Enix video games,13,4,1,1,0,1,1,4,0,4,1,0.25,0.25,0.25,0.9814814814814815,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,47,Velocifero,23,19,5,5,0,4,4,9,1,8,5,0.4444444444444444,0.2631578947368421,0.21052631578947367,0.7633064516129032,13,5,3.0,3,2,3,7,3,0.2,0.23076923076923078,4
Qwen2.5-32B,48,Zakhary Lyapunov,14,7,0,0,0,0,0,3,1,2,0,0.0,0.0,0.0,0.7525584795321638,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,49,Kriegers Flak,10,10,3,3,0,1,1,11,2,9,5,0.09090909090909091,0.3,0.1,0.9046345811051694,6,3,2.6666666666666665,3,3,1,6,3,1.0,0.4444444444444444,1
Qwen2.5-32B,50,Enasa,14,11,7,7,0,2,2,13,3,10,8,0.15384615384615385,0.6363636363636364,0.18181818181818182,0.7753697970416237,15,7,3.0,3,6,1,15,7,0.7619047619047619,0.2,2
Qwen2.5-32B,51,Christian worship,14,9,6,6,0,1,1,9,3,6,7,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.9907407407407408,13,6,3.0,3,6,1,13,6,1.0,0.23076923076923078,1
Qwen2.5-32B,52,Johan Gottlieb Gahn,16,8,2,2,0,1,1,5,0,5,2,0.2,0.25,0.125,0.742849548112706,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,53,Bohumín,13,8,0,0,0,0,0,4,2,2,0,0.0,0.0,0.0,0.8121775025799794,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,54,Leonessa,11,8,1,1,0,1,1,3,0,3,1,0.3333333333333333,0.125,0.125,0.8468567251461989,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,55,Philippine Commission,11,10,1,1,0,1,1,8,1,7,2,0.125,0.1,0.1,0.9424603174603176,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,56,Chopin and his Europe,19,13,0,0,0,0,0,15,3,12,0,0.0,0.0,0.0,0.9045040442741592,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,57,Gujranwala,11,10,1,1,0,1,1,8,2,6,2,0.125,0.1,0.1,0.8849376114081996,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,58,Beibu Gulf Economic Rim,11,7,0,0,0,0,0,9,3,6,0,0.0,0.0,0.0,0.873015873015873,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,59,Luis Roche,15,13,2,2,0,1,1,4,0,4,2,0.25,0.15384615384615385,0.07692307692307693,0.9419191919191919,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,60,Nikos Aliagas,17,15,1,1,0,1,1,10,0,10,1,0.1,0.06666666666666667,0.06666666666666667,0.7402847923681257,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,61,List of Property Brothers episodes,15,6,0,0,0,0,0,5,2,3,0,0.0,0.0,0.0,0.7467320261437909,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,62,Anatoly Chubais,16,10,0,0,0,0,0,8,2,6,0,0.0,0.0,0.0,0.7927807486631017,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,63,"Navy, Army and Air Force Institutes",12,10,2,2,0,2,2,9,1,8,3,0.2222222222222222,0.2,0.2,0.9487179487179488,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-32B,64,Jefferson Madeira,22,19,2,2,0,1,1,13,1,12,2,0.07692307692307693,0.10526315789473684,0.05263157894736842,0.8992861660793349,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,65,Aspren,12,13,0,0,0,0,0,18,6,12,0,0.0,0.0,0.0,0.8772193989585294,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,66,Jimmy Frise,13,11,1,1,0,1,1,4,2,2,1,0.25,0.09090909090909091,0.09090909090909091,0.8820346320346321,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,67,Vineeth Sreenivasan,24,20,9,9,0,1,1,12,1,11,9,0.08333333333333333,0.45,0.05,0.8323124621899577,19,9,3.0,3,9,1,19,9,1.0,0.15789473684210525,1
Qwen2.5-32B,68,"Zabiele, Warmian-Masurian Voivodeship",13,13,0,0,0,0,0,5,0,5,0,0.0,0.0,0.0,0.8558608058608058,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,69,"Clark Lake (Gogebic County, Michigan)",6,5,0,0,0,0,0,2,0,2,0,0.0,0.0,0.0,0.7608872608872609,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,70,O'Shaughnessy Dam (Ohio),11,10,3,3,0,2,2,12,4,8,7,0.16666666666666666,0.3,0.2,0.7741830065359476,8,3,3.0,3,2,2,5,2,0.3333333333333333,0.375,2
Qwen2.5-32B,71,Vase de Noces,11,7,0,0,0,0,0,5,0,5,0,0.0,0.0,0.0,0.8047785547785548,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,72,War of the Quadruple Alliance,15,11,0,0,0,0,0,8,1,7,0,0.0,0.0,0.0,0.974320987654321,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,73,Can't Take My Eyes Off You,13,12,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.8044308632543927,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,74,Angleton High School,16,13,0,0,0,0,0,11,2,9,0,0.0,0.0,0.0,0.693030303030303,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,75,List of colleges and universities in Connecticut,6,5,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.5,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,76,Ost Autobahn,20,20,1,1,0,1,1,9,4,5,2,0.1111111111111111,0.05,0.05,0.9006393861892583,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,77,Anthony Steel (actor),7,7,2,2,0,1,1,5,1,4,2,0.2,0.2857142857142857,0.14285714285714285,0.593073593073593,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,78,Dieudonné Gnammankou,17,13,0,0,0,0,0,9,2,7,0,0.0,0.0,0.0,0.80995670995671,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,79,Your Disco Needs You,16,14,5,5,0,1,1,14,1,13,5,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.9142351900972591,11,5,3.0,3,5,1,11,5,1.0,0.2727272727272727,1
Qwen2.5-32B,80,Outline of South Sudan,13,15,0,0,0,0,0,10,0,10,0,0.0,0.0,0.0,0.7168712294570417,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,81,Liverpool Neurological Infectious Diseases Course,14,9,5,5,0,1,1,7,0,7,5,0.14285714285714285,0.5555555555555556,0.1111111111111111,0.7272727272727272,11,5,3.0,3,5,1,11,5,1.0,0.2727272727272727,1
Qwen2.5-32B,82,Breakout (video game),14,3,0,0,0,0,0,2,0,2,0,0.0,0.0,0.0,0.7555555555555555,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,83,Winnebago War,12,12,2,2,0,1,1,8,0,8,2,0.125,0.16666666666666666,0.08333333333333333,0.907178075908726,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,84,Schizoanalysis,7,6,2,2,0,1,1,5,0,5,2,0.2,0.3333333333333333,0.16666666666666666,0.6935064935064935,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,85,Paul Beliën,12,7,0,0,0,0,0,6,2,4,0,0.0,0.0,0.0,0.728461081402258,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,86,John R. Thurman,15,16,2,2,0,1,1,16,4,12,3,0.0625,0.125,0.0625,0.6468379446640317,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,87,María la del Barrio,23,22,0,0,0,0,0,21,0,21,0,0.0,0.0,0.0,0.9440572977158342,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,88,Tigran Petrosian,11,9,3,3,0,1,1,7,1,6,3,0.14285714285714285,0.3333333333333333,0.1111111111111111,0.8142307692307692,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-32B,89,This Little Girl of Mine,12,12,1,1,0,1,1,8,0,8,1,0.125,0.08333333333333333,0.08333333333333333,0.7357142857142858,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,90,Ernesto D'Alessio,13,8,0,0,0,0,0,7,1,6,0,0.0,0.0,0.0,0.7998721227621483,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,91,João Paulo de Silva,10,7,1,1,0,1,1,4,2,2,2,0.25,0.14285714285714285,0.14285714285714285,0.6611111111111111,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,92,Regal Mountain,13,12,0,0,0,0,0,8,0,8,0,0.0,0.0,0.0,0.862955884695015,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,93,Il regalo più grande,14,14,2,2,0,1,1,9,1,8,2,0.1111111111111111,0.14285714285714285,0.07142857142857142,0.7116754850088182,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-32B,94,East Asia Economic Caucus,14,10,3,3,0,2,2,11,2,9,4,0.18181818181818182,0.3,0.2,0.8799102132435466,8,3,3.0,3,2,2,5,2,0.3333333333333333,0.375,2
Qwen2.5-32B,95,Tiana (Disney),17,15,3,3,0,2,2,17,3,14,4,0.11764705882352941,0.2,0.13333333333333333,0.8545454545454546,8,3,3.0,3,2,2,5,2,0.3333333333333333,0.375,2
Qwen2.5-32B,96,Vesper sparrow,5,3,0,0,0,0,0,3,0,3,0,0.0,0.0,0.0,0.9220779220779222,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-32B,97,Silvan Elves,20,19,1,1,0,1,1,26,9,17,3,0.038461538461538464,0.05263157894736842,0.05263157894736842,0.8053306342780028,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,98,ABBA Live,17,14,1,1,0,1,1,8,0,8,1,0.125,0.07142857142857142,0.07142857142857142,0.8666896710374972,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,99,Young Wild Things Tour,20,14,5,4,1,2,2,12,0,12,4,0.16666666666666666,0.35714285714285715,0.14285714285714285,0.8793589743589744,12,5,3.0,3,4,2,9,4,0.6,0.25,2
Qwen2.5-32B,100,Samuel C. Brightman,18,14,1,1,0,1,1,16,4,12,1,0.0625,0.07142857142857142,0.07142857142857142,0.8019323671497585,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-32B,101,Alberto Valenzuela Llanos,15,19,0,0,0,0,0,14,0,14,0,0.0,0.0,0.0,0.8170594837261506,0,0,0.0,0,0,0,0,0,0.0,0.0,0
